member_id,member_primary_name,member_location,member_country
30321,Kazakh Institute of Oncology and Radiology,Almaty,Almaty
30590,Kazakh-British Technical University,Almaty,Almaty
30731,Narxoz University - Non-profit joint stock company,Almaty,Almaty
30882,INSTITUTE Archeology named A. Kh. Margulan,Almaty,Almaty
31243,Eurasian Research Institute,Almaty,Almaty
31357,Civil Aviation Academy,Almaty,Almaty
31757,Bulletin of Kainar University,Almaty,Almaty
32069,Institute of Literature and Art named for M. Auezov,Almaty,Almaty
32174,National Center for State Scientific and Technical Expertise,Almaty,Almaty
33187,Caspian University,Almaty,Almaty
33461,Institute of Zoology CS MES of the Republic of Kazakhstan,Almaty,Almaty
34361,A.Baitursynuly Institute of Linguistics,Almaty,Almaty
34398,JSC &quot;Institute of Geography and Water Safety&quot;,Almaty,Almaty
36302,National Scientific Center of Phthisiopulmonology of the Ministry of Health of the Republic of Kazakhstan,Almaty,Almaty
37282,Kazakh University of Transportation Communications,Almaty,Almaty
37758,Academy Qainar,Almaty,Almaty
38224,Central State Museum of the Republic of Kazakhstan,Almaty,Almaty
39111,Kazakh Academy of Sport and Tourism,Almaty,Almaty
39245,Kurmangazy Kazakh National Conservatory,Almaty,Almaty
17966,Kazakh Ablai Khan University of International Relations and World Languages,"Almaty, Almaty",Almaty
48411,History and Culture,"Almaty, Almaty",Almaty
26607,"Suleyman Demirel University, Kaskelen, Kazakhstan","Kaskelen, Almaty",Almaty
25866,Gitoya Centre for Academic Research and Dissemination,Arusha,Arusha
36487,The Nelson Mandela African Institution of Science and Technology,Arusha,Arusha
32392,Institute of Accountancy Arusha,"Njro, Arusha",Arusha
4823,National Center for Biotechnology,Astana,Astana
10031,JSC National Scientific Medical Research Center,Astana,Astana
11854,Physico-Technical Society of Kazakhstan,Astana,Astana
38835,National Center for Higher Education Development,Astana,Astana
39518,National Academy of Education named after I. Altynsarin,Astana,Astana
47716,Institute of Applied Ethnopolitical Research,Astana,Astana
17481,L. N. Gumilyov Eurasian National University,"Astana, Astana",Astana
18304,Salidat Kairbekova National Research Center for Health Development,"Astana, Astana",Astana
26992,Kh.Dosmukhamedov Atyrau University,Atyrau,Atyrau
31300,Malian Public Health Society,Bamako,Bamako
31667,Societe Malienne de Pathologie Infectieuse et Tropicale,Bamako,Bamako
48601,Université Des Lettres et des Sciences de Bamako,Bamako,Bamako
38465,"Abubakar Tafawa Balewa University, Bauchi",Bauchi,Bauchi
48480,African Tulip Academic Press,"GRA, Bauchi",Bauchi
27196,Bokkos Journal of Applied Scientific Reports,Bokkos,Bokkos
39794,Université Alassane Ouattara,Bouake,Bouake
1593,Brazilian Herpetological Society,Brazil,Brazil
2758,Genetics and Molecular Research,Brazil,Brazil
3742,Sociedade Brasileira de Computacao - SB,Brazil,Brazil
3843,Associacao Prudentina de Educacao e Cultura (APEC),Brazil,Brazil
4681,Fundacao Universidade Regional de Blumenau,Brazil,Brazil
4966,Revista de Tecnologia da Informacao e Comunicacao,Brazil,Brazil
4967,Revista Educacao Agricola Superior - ABEAS,Brazil,Brazil
5111,Revista de Ciencia de Madeira,Brazil,Brazil
5131,Revista Agrotecnologia,Brazil,Brazil
5154,Revista de Contabilidade do Mestrado em Ciencias Contabeis da UERJ,Brazil,Brazil
5223,Crop Breeding and Applied Biotechnology,Brazil,Brazil
5224,Revista Engenharia na Agricultura,Brazil,Brazil
5225,Iberoamerican Journal of Industrial Engineering,Brazil,Brazil
5228,Revista Ecologia e Nutricao Florestal,Brazil,Brazil
5322,REGEPE Entrepreneurship and Small Business Journal,Brazil,Brazil
5367,Associacao Medica de Brasilia,Brazil,Brazil
5380,Journal of Animal Behaviour and Biometeorology,Brazil,Brazil
5514,Associacao Nacional de Programas de Pos-Graduacao em Ciencias Contabeis (ANPCONT),Brazil,Brazil
5565,Dental Press International,Brazil,Brazil
5686,Revista Nativa,Brazil,Brazil
5693,Global Science and Technology,Brazil,Brazil
6014,Revista Psicologia: Teoria e Pratica,Brazil,Brazil
6132,Todas as Letras: Revista de Lingua e Literatura,Brazil,Brazil
6133,Revista Cientifica de Producao Animal,Brazil,Brazil
6176,Revista de Ensino de Engenharia,Brazil,Brazil
6235,Instituto Metodista de Servicos Educacionais,Brazil,Brazil
6236,Instituto Educacional Piracicabano da Igreja Metodista,Brazil,Brazil
6237,Instituto Metodista Izabela Hendrix,Brazil,Brazil
6238,Instituto Porto Alegre da Igreja Metodista,Brazil,Brazil
6239,Instituto Metodista de Ensino Superior,Brazil,Brazil
6360,Revista Artemis,Brazil,Brazil
6396,Journal of Nursing and Socioenvironmental Health,Brazil,Brazil
6509,Revista Brasileira de Productos Agroindustriais,Brazil,Brazil
6761,Tropical Journal of Fisheries and Aquatic Sciences,Brazil,Brazil
6941,Instituto do Zootecnia,Brazil,Brazil
6961,Sociedade Brasileira de Virologia,Brazil,Brazil
6966,ANPOCS,Brazil,Brazil
6968,Boletim Amazonico de Geografia,Brazil,Brazil
6983,ABRACICON: Academia Brasileira de Ciencias Contabeis,Brazil,Brazil
7023,Cadernos Ibero-Americanos de Direito Sanitario,Brazil,Brazil
7026,Escola de Enfoermagem Aurora de Afonso Costa,Brazil,Brazil
7037,Conselho Brasileiro de Oftalmologia,Brazil,Brazil
7042,Revista Geoamazonia,Brazil,Brazil
7053,Universidade Tiradentes,Brazil,Brazil
7059,SBV Sociedade Brasileira de Vacuo,Brazil,Brazil
7063,Revista GESTA,Brazil,Brazil
7064,Revista do Instituto Historico e Geografico do Para,Brazil,Brazil
7106,Faculdade de Enfermagem Nova Esperanca,Brazil,Brazil
7108,Uni-FACEF Centro Universitario de Franca,Brazil,Brazil
7114,Faculdade de Medicina de Sao Jose do Rio Preto - FAMERP,Brazil,Brazil
7121,Nucleo para o Desenvolvimento de Tecnologia e Ambientes Educacionais (NPT),Brazil,Brazil
7134,Laboratorio de Anatomia Comparada dos Vertebrados,Brazil,Brazil
7139,EIA Energy in Agriculture,Brazil,Brazil
7155,Raizes e Amidos Tropicais/Tropical Roots and Starches,Brazil,Brazil
7156,Sociedade Brasileira de Dermatologia,Brazil,Brazil
7159,Panorama of Brazilian Law,Brazil,Brazil
7170,Centro Universitario de Maringa,Brazil,Brazil
7198,Revista Brasileira de Sementes,Brazil,Brazil
7200,Revista aSEPHallus de Orientacao Lacaniana,Brazil,Brazil
7201,Programa de Pos Graduacao em Direito da PUC-Rio,Brazil,Brazil
7218,Cesuca - Centro Ensino Superior de Cachoeirinha,Brazil,Brazil
7226,Pro Ciencia Periodicos Cientificos,Brazil,Brazil
7231,Instituto de Quimica - Univ. Federal do Mato Grosso do Sul,Brazil,Brazil
7245,Editora e Distribuidora Educacional,Brazil,Brazil
7264,"Amazonia, Organizacoes e Sustentabilidade",Brazil,Brazil
7275,Sociedade Brasileira de Urologia,Brazil,Brazil
7276,Faculdade de Letras da UFMG,Brazil,Brazil
7317,Associacao Medica do Parana,Brazil,Brazil
7333,Scientia Primar,Brazil,Brazil
7355,Aufklarung Journal of Philosophy,Brazil,Brazil
7360,Universidade Estadual Paulista - Campus de Tupa,Brazil,Brazil
7392,Revista UNIANDRADE,Brazil,Brazil
7410,Instituto de Treinamento e Pesquisa em Gestalt Terapia,Brazil,Brazil
7413,UNIVAP Universidade de Vale do Paraiba,Brazil,Brazil
7416,Instituto Federal do Amapa,Brazil,Brazil
7418,Pan American Journal of Medical Thermology,Brazil,Brazil
7420,Associacao Convergir Sustentavel,Brazil,Brazil
7456,Sociedade Unificada de Ensino Augusto Motta -UNISUAM,Brazil,Brazil
7468,ANGRAD,Brazil,Brazil
7475,Associacao Sergipana de Ciencia,Brazil,Brazil
7477,IESUR/FAAr,Brazil,Brazil
7479,Federacao Brasileira de Psicodrama,Brazil,Brazil
7493,Cadernos Cenpec,Brazil,Brazil
7500,Estudos Geologicos,Brazil,Brazil
7510,Fundacao Carlos Chagas,Brazil,Brazil
7511,Universidade Caxias do Sul,Brazil,Brazil
7512,Revista Historia e Cultura,Brazil,Brazil
7513,Universidade Federal de Roraima,Brazil,Brazil
7514,Pontificia Universidade Catolica de Goias -PUC Goias,Brazil,Brazil
7515,IBICT,Brazil,Brazil
7533,Passagens,Brazil,Brazil
7535,Departamento de Empreendedorismo e Gestao da UFF,Brazil,Brazil
7541,FUNDACE,Brazil,Brazil
7546,Revista Hipertexto,Brazil,Brazil
7548,Revista EducaOnline,Brazil,Brazil
7549,Revista de Ensino de Ciencias e Engenharia,Brazil,Brazil
7552,Revista de Educomunicacao Ambiental,Brazil,Brazil
7567,Complexo de Ensino Superior Meridional S.A.,Brazil,Brazil
7571,"Instituto Federal de Educacao, Ciencia e Tecnologia da Paraiba",Brazil,Brazil
7578,Fundacao CECIERJ,Brazil,Brazil
7589,Informacao Arquivistica,Brazil,Brazil
7592,Grupo Verde de Agroecologia e Abelhas,Brazil,Brazil
7596,Universidade Veiga de Almeida,Brazil,Brazil
7612,Universidade Estadual da Paraiba (UEPB),Brazil,Brazil
7623,GEONOMOS,Brazil,Brazil
7640,Revista Scripta Uniandrade,Brazil,Brazil
7642,Revista Scripta Alumni,Brazil,Brazil
7650,Sociedad Rio-Grandeense de Bioetic (SORBI),Brazil,Brazil
7652,ANPOLL,Brazil,Brazil
7653,Associacao Brasileira da Rede Unida,Brazil,Brazil
7655,Argumentum,Brazil,Brazil
7660,Centro Universitario La Salle - UNILASALLE,Brazil,Brazil
7662,UNIVAG Centro Universitario,Brazil,Brazil
7675,PLURA - Revista de Estudos de Religiao,Brazil,Brazil
7693,Revista Genero & Direito,Brazil,Brazil
7695,IFSP Itapetininga,Brazil,Brazil
7701,Revista de Administracao e Negocios da Amazonia,Brazil,Brazil
7704,Associacao Brasileira de Odontologia Rio de Janeiro (ABORJ),Brazil,Brazil
7706,Instituto Internacional de Analise Termica,Brazil,Brazil
7709,Revista Evidenciacao Contabil & Financas,Brazil,Brazil
7712,Liceu Literario Portugues,Brazil,Brazil
7713,Fundacao Centro Tecnologico de Juiz de Fora (FCT),Brazil,Brazil
7718,IFSULDEMINAS (Instituto Federal do Sul de Minas),Brazil,Brazil
7730,Editora de Livros IABS,Brazil,Brazil
7732,Universidade Federal do Amapa,Brazil,Brazil
7733,Revista Baiana de Enfermagem,Brazil,Brazil
7776,Revista Brasileira de Ciencia e Mobimento,Brazil,Brazil
7777,Revista Brasileira de Milho e Sorgo,Brazil,Brazil
7797,Current Agriculture Science and Technology (CAST),Brazil,Brazil
7799,Universidade Federal de Vicosa,Brazil,Brazil
7811,Universidade Federal do Triangulo Minero,Brazil,Brazil
7823,Nucleo de Estudos em Saude Publica,Brazil,Brazil
7824,Sociedade Brasileira de Engenharia de Televisao (SET),Brazil,Brazil
7825,Revista Biota Amazonia,Brazil,Brazil
7828,Escola Superior de Propaganda e Marketing (ESPM),Brazil,Brazil
7829,Universidade Iguacu - Campus V,Brazil,Brazil
7833,Associacao Brasileira de Etica e Odontologia Legal (ABOL),Brazil,Brazil
7847,Universidade do Oeste de Santa Catarina,Brazil,Brazil
7852,Universidade Federal de Mato Grosso,Brazil,Brazil
7855,Amazonia: Science and Health,Brazil,Brazil
7856,Revista Cereus,Brazil,Brazil
7857,Liinc em Revista,Brazil,Brazil
7858,Associacao Brasileira de Eletronica de Potencia SOBRAEP,Brazil,Brazil
7875,Fundacao Educacional de Criciuma- FUCRI,Brazil,Brazil
7882,Editora Dom Helder,Brazil,Brazil
7911,Revista Pauta Geral – Estudos em Jornalismo,Brazil,Brazil
7917,"Centro de Estudos e Pesquisas em Educacao, Cultura e Acao Comunitaria (CENPEC)",Brazil,Brazil
7918,Centro Cientifico Conhecer,Brazil,Brazil
7919,Instituto de Pesquisa e Estudos Florestais (IPEF),Brazil,Brazil
7921,Revista Exacta,Brazil,Brazil
7922,Revista Gestao e Saude/NESPROM,Brazil,Brazil
7923,Revista Brasileira de Estudos Políticos da UFMG,Brazil,Brazil
7940,"Reunir Revista de Administracao, Contabilidade e Sustentabilidade",Brazil,Brazil
7947,Departamento de Educacao da  Universidade Estadual Paulista – UNESP,Brazil,Brazil
7963,INFOCOMP Journal of Computer Science,Brazil,Brazil
7966,Revista do Tribunal de Contas do Estado de Minas Gerais,Brazil,Brazil
7967,Universidade Federal do Maranhao,Brazil,Brazil
7968,Associacao Educacional de Araras,Brazil,Brazil
7969,Associacao Paradigma - Centro de Ciencias e Tecnologia do Comportamento,Brazil,Brazil
7970,Sociedade de Ensino Superior de Vitoria,Brazil,Brazil
7972,Universidade Federal do Para,Brazil,Brazil
7977,InterEspaco: Revista de Geografia e Interdisciplinaridade,Brazil,Brazil
7985,Revista Lugares de Educacao,Brazil,Brazil
8022,Revista Brasileira de Inovacao Tecnologica em Saude (R-BITS),Brazil,Brazil
8024,Faculdade Antonio Meneguetti,Brazil,Brazil
8039,Economic Analysis of Law Review,Brazil,Brazil
8040,Revista de Pesquisa em Políticas Publicas,Brazil,Brazil
8041,Revista Direito e Acao,Brazil,Brazil
8042,Revista Juridica Uniandrade,Brazil,Brazil
8043,Programa de Pos-Graduacao em Arquitetura e Urbanismo - Univ. de Brasilia,Brazil,Brazil
8045,Revista de Direito Internacional Economico e Tributario,Brazil,Brazil
8046,Revista do Mestrado em Direito da Universidade Catolica de Brasilia: Escola de Direito,Brazil,Brazil
8047,Revista de Estudos e Pesquisas Avancadas do Terceiro Setor,Brazil,Brazil
8146,Revista Contextus Universidade Federal do Ceara,Brazil,Brazil
8151,Revista de Ciencias da Educacao,Brazil,Brazil
8156,Revista e-ciencia,Brazil,Brazil
8160,Revista de Estudos Sociais,Brazil,Brazil
8162,Instituto Rede de Pesquisa Empirica em Direito (REED),Brazil,Brazil
8190,Coordenacao de Publicacoes da Editora do Instituto Federal de Brasilia,Brazil,Brazil
8196,GEDIIB,Brazil,Brazil
8208,Sociedade Latino-Americana de Estudos Imobiliarios,Brazil,Brazil
8209,Faculdade de Biblioteconomia Comunicacao,Brazil,Brazil
8210,Eutomia - Revista de Literatura e Linguistica,Brazil,Brazil
8211,CONSINTER,Brazil,Brazil
8217,Instituto Adventista de Ensino,Brazil,Brazil
8220,Pontifica Universidade Catolica de Sao Paulo,Brazil,Brazil
8222,Revistas Processos Quimicos,Brazil,Brazil
8243,Essentia Editora,Brazil,Brazil
8250,Scientia Amazonia,Brazil,Brazil
8251,Universidade do Sul de Santa Catarina - UNISUL,Brazil,Brazil
8252,RECOM (Revista de Enfermagem do Centro Oeste Mineiro),Brazil,Brazil
8253,Revista de Cultura Teologica,Brazil,Brazil
8254,Revista Esferas Interprogramas de Pos-graduacao em Comunicacao do Centro-Oeste,Brazil,Brazil
8255,Fundacao Municipal de Artes de Montenegro (FUNDARTE),Brazil,Brazil
8293,Sociedade Brasileira de Sociologia,Brazil,Brazil
8296,University of Vale do Sapucai,Brazil,Brazil
8305,Brazilian Journal for Motor Behavior,Brazil,Brazil
8309,Programa de Pos Graduacao em Administracao da UFF/VR,Brazil,Brazil
8310,Journal of Surgical and Clinical Research,Brazil,Brazil
8312,Instituto de Filosofia e Ciências Humanas - UNICAMP,Brazil,Brazil
8314,Fundacao Pedro Leopoldo - Revista Gestao and Tecnologia,Brazil,Brazil
8315,Instituto Nacional de Educacao de Surdos,Brazil,Brazil
8317,Revista de Teologia e Ciencias da Religiao da UNICAP,Brazil,Brazil
8320,Agora FIlosofica,Brazil,Brazil
8325,Brazilian Journal of International Relations,Brazil,Brazil
8326,Paralellus Revista de Estudos Religioso,Brazil,Brazil
8328,Revista Internacional de Folkcomunicacao,Brazil,Brazil
8336,Biblioteca do Centro de Educacao e Saude (CES),Brazil,Brazil
8337,Universidade Catolica Dom Bosco,Brazil,Brazil
8353,Revista Brasileira de Informacoes Cientificas,Brazil,Brazil
8387,Revista Contemporanea de Educacao,Brazil,Brazil
8388,Instituto Perspectivas e Novos Desafios de Humanizacao do Direito Civil-Constitucional,Brazil,Brazil
8391,Revista Carreiras e Pessoas (RECAPE),Brazil,Brazil
8394,OPUS,Brazil,Brazil
8396,Revista Brasileira de Geomorfologia,Brazil,Brazil
8398,Biblioteca da Presidencia da Republica,Brazil,Brazil
8400,Contracampo UFF,Brazil,Brazil
8403,TEMPO,Brazil,Brazil
8408,Revista de Medicina da UFC,Brazil,Brazil
8415,Revista Eletronica Sapere Aude,Brazil,Brazil
8462,Universidade Federal do Tocantins,Brazil,Brazil
8474,Revista Datavenia - UEPB,Brazil,Brazil
8477,RIDPHE-R  - Revista Iberoamericana do Patrimonio Historico-Educativo,Brazil,Brazil
8478,Instituto Brasileiro de Relacoes Internacionais,Brazil,Brazil
8479,Universidade Estadual do Maranhao,Brazil,Brazil
8485,Clio Arqueologica,Brazil,Brazil
8488,Revista Reflexus,Brazil,Brazil
8490,PIBIC Unicamp,Brazil,Brazil
8510,Archives of Endocrinology and Metabolism,Brazil,Brazil
8511,Revista Administracao em Dialogo,Brazil,Brazil
8513,Faculdade Jesuita de Filosofia e Teologia – FAJE,Brazil,Brazil
8514,Revista Direitos Culturais,Brazil,Brazil
8516,Associacao Brasileira de Estudos Populacionais,Brazil,Brazil
8518,Revista Historia Hoje,Brazil,Brazil
8545,Boletim do Instituto de Pesca,Brazil,Brazil
8546,Revista Tempos e Espacos em Educacao,Brazil,Brazil
8549,Faculdade Redentor,Brazil,Brazil
8632,Revista de Estudos e Pesquisas Sobre as Americas,Brazil,Brazil
8642,Revista de Direito Administrativo and Constitucional,Brazil,Brazil
8685,Revista Brasileira de Odontologia Legal,Brazil,Brazil
8687,Administracao Publica e Gestao Social,Brazil,Brazil
8688,Rede Brasileira Direito e  Literatura (RDL),Brazil,Brazil
8690,Jornal Brasileiro de Economia da Saude,Brazil,Brazil
8695,Intellectus Revista Academica Digital,Brazil,Brazil
8710,Conversas Interdisciplinares,Brazil,Brazil
8734,Grupo de Estudos Linguisticos do Estado de Sao Paulo,Brazil,Brazil
8737,Revista Gestao e Sociedade,Brazil,Brazil
8738,Revista Geonorte,Brazil,Brazil
8739,Associacao Brasileira de Recursos Hidricos - ABRH,Brazil,Brazil
8740,Instituto Federal Catarinense,Brazil,Brazil
8741,C.Q.D.- Revista Eletronica Paulista de Matematica,Brazil,Brazil
8751,Temas em Saude,Brazil,Brazil
8768,Archives of Health Investigation,Brazil,Brazil
8773,Faculdade de Direita de Franca,Brazil,Brazil
8778,Revista Latino-americana de Jornalismo - ANCORA,Brazil,Brazil
8781,Revista Brasileira de Agropecuaria Sustentavel,Brazil,Brazil
8800,Revista Elo - Dialogos em Extensao,Brazil,Brazil
8846,Revista de Governanca Corporativa,Brazil,Brazil
8865,Revista Brasileira de Gestao Ambiental e Sustentabilidade,Brazil,Brazil
8868,IFCE,Brazil,Brazil
8872,Programa de Pos-graduacao em Ciencias Contabeis da UFRJ,Brazil,Brazil
8873,Colegio Brasileiro de Reproducao Animal - CBRA,Brazil,Brazil
8875,ABEC Publicacoes,Brazil,Brazil
8876,RAHIS - Revista de Administracao Hospitalar e Inovacao em Saude,Brazil,Brazil
8908,Sociedade Brasileira de Cirurgia Cardiovascular,Brazil,Brazil
8910,Brazilian Journal of Biological Sciences,Brazil,Brazil
8927,Mnemosine Revista,Brazil,Brazil
8952,Letra1 Servicos Editoriais,Brazil,Brazil
8971,IBEPES (Instituto Brasileiro de Estudos e Pesquisas Sociais),Brazil,Brazil
8972,Associacao Brasileira de Pavimentacao,Brazil,Brazil
8973,Associacao Brasileira de Relacoes Internacionais - ABRI,Brazil,Brazil
8974,Editora Unijui,Brazil,Brazil
8975,Associacao Brasileira de Inteligencia Computacional - ABRICOM,Brazil,Brazil
8991,Escola de Guerra Naval,Brazil,Brazil
9020,IBGE,Brazil,Brazil
9021,Sociedade Brasileira de Quimica (SBQ),Brazil,Brazil
9022,Remipe - Revista da Micro e Pequenas Empresas e Empreendedorismo,Brazil,Brazil
9025,Revista Brasileira de Politica e Administracao da Educacao - RBPAE,Brazil,Brazil
9026,Signum Revista da ABREM,Brazil,Brazil
9028,Pensar Academico,Brazil,Brazil
9031,Revista Brasileria de Estudos Organizacionais - RBEO,Brazil,Brazil
9032,UTFPR - Universidade Tecnologica Federal do Parana - Campus Guarapuava,Brazil,Brazil
9036,Revista Geografia e Pesquisa,Brazil,Brazil
9055,Revista Moringa - Artes do Espetaculo,Brazil,Brazil
9083,Revista FLAMMAE,Brazil,Brazil
9121,"Fronteiras: Journal of Social, Technological and Environmental Science",Brazil,Brazil
9124,Conselho Federal de Enfermagem - Cofen,Brazil,Brazil
9125,Revista Ambivalencias,Brazil,Brazil
9126,Revista Direito UFMS,Brazil,Brazil
9129,Revista TOMO,Brazil,Brazil
9132,Revista Eletronica Cientifica da UERGS​,Brazil,Brazil
9140,Universidade Federal do Rio Grande do Norte - UFRN,Brazil,Brazil
9156,Gaia Scientia,Brazil,Brazil
9158,Editora da Universidade Federal Rural do Semi-Arido - EdUFERSA,Brazil,Brazil
9162,Revista Cientifica Hermes,Brazil,Brazil
9164,CASA: Cadernos de Semiotica Aplicada,Brazil,Brazil
9165,CAPES,Brazil,Brazil
9168,Sociedade Brasileira de Matematica,Brazil,Brazil
9172,Latin American Journal of Energy Research,Brazil,Brazil
9174,Geochimica Brasiliensis,Brazil,Brazil
9175,ANPAD,Brazil,Brazil
9176,P2P & INOVACAO,Brazil,Brazil
9177,REVER,Brazil,Brazil
9179,Revista Brasileira de Pesquisa em Saude,Brazil,Brazil
9182,Revista Ibero-Americana de Estudos em Educacao,Brazil,Brazil
9185,Fundacao Educacional da Regiao de Joinville - Univille,Brazil,Brazil
9186,Universidade Severino Sombra,Brazil,Brazil
9187,Logeion Filosofia da Informacao,Brazil,Brazil
9188,Universidade Federal do Tocantins - UFT,Brazil,Brazil
9206,Revista Acta Científica,Brazil,Brazil
9217,Agrotropica,Brazil,Brazil
9241,Revista Estudos Institucionais,Brazil,Brazil
9337,Associacao Brasileira de Pesquisadores em Comunicacao e Politica (Compolitica),Brazil,Brazil
9338,Revista Brasileira de Analises Clinicas,Brazil,Brazil
9339,Programa de Pos Graduacao em Direito da Universidade Federal do Rio de Janeiro,Brazil,Brazil
9340,UNINTER,Brazil,Brazil
9342,Revista Uninter de Comunicacao,Brazil,Brazil
9343,Revista Ciencias em Saude,Brazil,Brazil
9344,Abril NEPA UFF,Brazil,Brazil
9345,Revista da FAEEBA,Brazil,Brazil
9363,Instituto Junguiano de Sao Paulo (IJUSP),Brazil,Brazil
9367,International Journal of Professional Business Review,Brazil,Brazil
9368,Revista Brasileira de Sociologia do Direito,Brazil,Brazil
9384,Revista Eletronica Cientifica Ensino Interdisciplinar,Brazil,Brazil
9428,Ciencia e Cultura,Brazil,Brazil
9429,Revista Dissertatio de Filosofia,Brazil,Brazil
9432,Revista Enfermagem Atual In Derme,Brazil,Brazil
9434,I-PECEGE,Brazil,Brazil
9435,Revista Intersaberes,Brazil,Brazil
9436,Programa de Extensao TEIA Entrepalavras,Brazil,Brazil
9438,Revista de Estudos Juridicos UNESP,Brazil,Brazil
9458,Revista Educacao em Foco (UFJF),Brazil,Brazil
9459,Revista Pedagogica,Brazil,Brazil
9460,Instituto Brasileiro de Direito Processual Penal,Brazil,Brazil
9500,"Vigilancia Sanitaria em Debate: Sociedade, Ciencia y Tecnologia",Brazil,Brazil
9501,Revista Cerrados,Brazil,Brazil
9509,Revista Tocantinense de Geografia,Brazil,Brazil
9516,PUBVET,Brazil,Brazil
9526,CLIO: Revista de Pesquisa Historica,Brazil,Brazil
9540,Revinter,Brazil,Brazil
9542,Revista Gestao Organizacional,Brazil,Brazil
9546,Secretaria da Saude do Estado da Bahia,Brazil,Brazil
9547,Ethnoscientia,Brazil,Brazil
9548,Servico Nacional de Aprendizagem Comercial / SENAC SC,Brazil,Brazil
9550,Faculdade Damas da Instrucao Crista,Brazil,Brazil
9551,Departamento de Educacao UFV,Brazil,Brazil
9553,Dialogo das Letras,Brazil,Brazil
9554,Jornal Brasileiro de Neurocirurgia,Brazil,Brazil
9555,Revista Fisisenectus,Brazil,Brazil
9556,Associacao Brasileira de Cefaleia,Brazil,Brazil
9557,Psicologia e Saude em Debate,Brazil,Brazil
9558,Revista Brasileira de Estudos Urbanos e Regionais (RBEUR),Brazil,Brazil
9559,Federacao Brasileira de Gastroenterologia,Brazil,Brazil
9560,Revista Meio Ambiente e Sustentabilidade,Brazil,Brazil
9561,Revistas Integradas Campos Salles,Brazil,Brazil
9574,Cadernos de Pos-Graduacao em Disturbios do Desenvolvimento,Brazil,Brazil
9612,Revista Internacional de Educacao Superior,Brazil,Brazil
9613,Faculdades EST,Brazil,Brazil
9614,Editora Fi,Brazil,Brazil
9615,Revista Meta - Avaliacao,Brazil,Brazil
9675,Revista Grifos,Brazil,Brazil
9683,Departamento de Psicobiologia - UNIFESP,Brazil,Brazil
9686,ESPM Rio de Janeiro,Brazil,Brazil
9697,Editora Univates,Brazil,Brazil
9698,REDE – Revista Eletronica do PRODEMA,Brazil,Brazil
9700,"Pro Reitoria de Pesquisa, Pos Graduacao e Inovacao - UFF",Brazil,Brazil
9701,Instituto de Cultura Tecnica Sociedade Civil Ltda,Brazil,Brazil
9702,Instituto Federal de Educacao Ciencia e Tecnologia do Rio de Janeiro - IFRJ,Brazil,Brazil
9703,Revista Temporalis,Brazil,Brazil
9707,Confederacao Nacional dos Trabalhadores em Educacao (CNTE),Brazil,Brazil
9712,Instituto de Estudos em Saude Coletiva - INESCO,Brazil,Brazil
9760,Revista da Unifa,Brazil,Brazil
9764,Revista Juventude e Politicas Publicas,Brazil,Brazil
9767,Textura,Brazil,Brazil
9769,Programa de Pos- Graduacao em Educacao – PPGE,Brazil,Brazil
9771,Revista Critica,Brazil,Brazil
9772,Universidade Estadual do Sudoeste da Bahia/Edicoes UESB,Brazil,Brazil
9773,REBECA - Revista Brasileira de Estudos de Cinema e Audiovisual,Brazil,Brazil
9774,Editora da Universidade de Sorocaba - UNISO,Brazil,Brazil
9775,Portal de Periodicos UFPB,Brazil,Brazil
9777,Pos-Graduacao em Comunicacao e Cultura – PPGCC,Brazil,Brazil
9819,Revista Cadernos de Pesquisa em Educacao,Brazil,Brazil
9847,Brazilian Journal of Information Science: Research Trends,Brazil,Brazil
9848,Associacao Nacional de Educacao Catolica - ANEC,Brazil,Brazil
9849,International Journal of Nutrology,Brazil,Brazil
9850,Sociedade Brasileira de Geofisica,Brazil,Brazil
9851,Revista Ergodesign e HCI,Brazil,Brazil
9852,Contabilidade Vista e Revista,Brazil,Brazil
9853,Conselho Nacional de Controle Interno - CONACI,Brazil,Brazil
9854,Jornal de Estudos Espiritas,Brazil,Brazil
9855,Jornal de Assistencia Farmaceutica e Farmacoeconomia,Brazil,Brazil
9856,Revista Eniac Pesquisa,Brazil,Brazil
9857,Cadernos do CEOM,Brazil,Brazil
9858,Acta Brasiliensis,Brazil,Brazil
9888,Investigacoes em Ensino de Ciencias (IENCI),Brazil,Brazil
9904,Revista Saber Cientifico,Brazil,Brazil
9906,Journal of Geospatial Modelling,Brazil,Brazil
9925,Revista Eletronica Politica e Gestao Educacional,Brazil,Brazil
9934,Kalagatos,Brazil,Brazil
9952,Revista Com a Palavra o Professor,Brazil,Brazil
9958,Revista Dimensoes,Brazil,Brazil
9982,Centro Latino-Americano de Estudos em Cultura - CLAEC,Brazil,Brazil
9986,Revista Ciencia em Extensao – RCE,Brazil,Brazil
9988,Revista Politicas Publicas e Cidades,Brazil,Brazil
10016,Revista Pratica Docente,Brazil,Brazil
10019,Pontifical Catholic University of Sao Paulo (PUC-SP),Brazil,Brazil
10020,Insituto Historico e Geografico Brasileiro,Brazil,Brazil
10059,Associacao Brasileira de Medicina Preventia e Administracao em Saude  - ABRAMPAS,Brazil,Brazil
10060,PGDesign / Universidade Federal do Rio Grande do Sul,Brazil,Brazil
10106,Faculdade Frassinetti do Recife- FAFIRE,Brazil,Brazil
